tree,directory,molecule_token,canonical_molecule,appears_on_page
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Au110,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Au111,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu100,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu110,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Cu111,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir100,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir110,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Ir111,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd100,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd110,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pd111,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pt100,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Pt110,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Rh100,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Rh110,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/C2H6_Rh111,C2H6,ethane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ag100,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ag110,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ag111,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Au100,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Au110,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Au111,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu100,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu110,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Cu111,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir100,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir110,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Ir111,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd100,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd110,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pd111,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pt100,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Pt110,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Rh100,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Rh110,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CH2OH_Rh111,CH3CH2OH,ethanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ag100,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ag110,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ag111,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Au100,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Au110,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Au111,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu100,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu110,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Cu111,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir100,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir110,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Ir111,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pd100,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pd110,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pd111,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt100,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt110,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Pt111_top,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Rh100,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Rh110,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3CHO_Rh111,CH3CHO,acetaldehyde,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ag100,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ag110,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ag111,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Au100,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Au110,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Au111,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Cu100,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Cu110,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Cu111,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir100,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir110,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Ir111,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pd100,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pd110,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pd111,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt100,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt110,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Pt111_top,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Rh100,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Rh110,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3COOH_Rh111,CH3COOH,acetic_acid,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag100,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag110,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ag111,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Au100,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Au110,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Au111,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu100,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu110,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Cu111,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir100,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir110,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Ir111,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pd100,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pd110,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pd111,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt100,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Pt110,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Rh100,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Rh110,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OCH3_Rh111,CH3OCH3,DME,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ag100,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ag110,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ag111,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Au100,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Au110,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Au111,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu100,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu110,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Cu111_top,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir100,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir110,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Ir111,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd100,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd110,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pd111,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt100,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt110,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Pt111,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Rh100,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Rh110,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3OH_Rh111,CH3OH,methanol,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Ag100,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Ag110,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Ag111,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Au100,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Au110,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Au111,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Cu111_fcc,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Ir100,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Ir110,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Ir111,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Rh100,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Rh110,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3O_Rh111,CH3O,methoxy,False
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag100,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag110,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ag111,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Au100,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Au110,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Au111,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Cu100,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Cu110,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Cu111,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir100,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir110,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Ir111,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pd100,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pd110,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pd111,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt100,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt110,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Pt111_top,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Rh100,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Rh110,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH3_Rh111,CH3,CH3,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ag100,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ag110,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ag111,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Au100,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Au110,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Au111,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Cu100,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Cu110,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Cu111,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir100,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir110,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Ir111,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pd100,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pd110,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pd111,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pt100,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pt110,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Pt111_top,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Rh100,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Rh110,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CH4_Rh111,CH4,methane,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag100,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag110,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ag111,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Au100,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Au110,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Au111,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Cu100,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Cu110,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Cu111_top,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir100,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir110,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Ir111,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd100,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd110,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pd111,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pt100,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pt110,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Pt111,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Rh100,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Rh110,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO2_Rh111,CO2,CO2,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag100,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag110,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ag111,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Au100,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Au110,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Au111,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu100,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu110,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Cu111_atop,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir100,CO,CO,True
dft_jobs,/pscratch/sd/j/jcho5/VASP/dft_jobs/CO_Ir110,CO,CO,True
