surface,molecule,functional,status,note,E_ads_SPE,complex_directory,complex_NSW,slab_directory,molecule_directory,E_complex,E_slab_relaxed,E_molecule_relaxed,slab_NSW,molecule_NSW,matching_slab_references,matching_molecule_references,selected
Ag100,H2S,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_H2S/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_H2S/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,H2S,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_H2S/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_H2S/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,H2S,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_H2S/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_H2S/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,N2,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_N2/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_N2/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,N2,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_N2/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_N2/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,N2,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_N2/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_N2/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,N2,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_N2/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_N2/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,NH3,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NH3/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NH3/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,NH3,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NH3/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NH3/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,NH3,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NH3/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NH3/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,NH3,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NH3/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NH3/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,NO,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NO/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NO/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,NO,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NO/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NO/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,NO,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NO/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NO/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,NO,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NO/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_NO/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,O2,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_O2/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_O2/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,O2,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_O2/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_O2/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,O2,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_O2/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_O2/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,O2,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_O2/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_O2/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,SO2,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_SO2/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_SO2/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,SO2,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_SO2/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_SO2/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,SO2,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_SO2/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_SO2/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,SO2,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_SO2/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_SO2/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,acetaldehyde,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetaldehyde/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetaldehyde/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,acetaldehyde,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetaldehyde/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetaldehyde/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,acetaldehyde,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetaldehyde/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetaldehyde/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,acetaldehyde,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetaldehyde/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetaldehyde/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,acetic_acid,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetic_acid/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetic_acid/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,acetic_acid,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetic_acid/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetic_acid/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,acetic_acid,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetic_acid/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetic_acid/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,acetic_acid,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetic_acid/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_acetic_acid/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,ethane,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethane/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethane/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,ethane,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethane/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethane/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,ethane,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethane/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethane/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,ethane,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethane/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethane/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,ethanol,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethanol/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethanol/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,ethanol,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethanol/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethanol/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,ethanol,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethanol/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethanol/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,ethanol,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethanol/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethanol/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,ethene,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethene/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethene/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,ethene,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethene/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethene/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,ethene,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethene/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethene/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,ethene,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethene/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethene/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,ethene,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethylene/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethylene/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,ethene,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethylene/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethylene/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,ethene,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethylene/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethylene/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,ethene,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethylene/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_ethylene/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,formaldehyde,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formaldehyde/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formaldehyde/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,formaldehyde,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formaldehyde/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formaldehyde/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,formaldehyde,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formaldehyde/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formaldehyde/singlepoint/r2scan,0,,,,,,,,0,0,false
Ag100,formaldehyde,beef_vdw,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formaldehyde/singlepoint/beef_vdw/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formaldehyde/singlepoint/beef_vdw,0,,,,,,,,0,0,false
Ag100,formate,pbe,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formate/singlepoint/PBE/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formate/singlepoint/PBE,0,,,,,,,,0,0,false
Ag100,formate,pbe_d3,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formate/singlepoint/PBE_D3/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formate/singlepoint/PBE_D3,0,,,,,,,,0,0,false
Ag100,formate,r2scan,complex_unconverged,[Errno 2] No such file or directory: '/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formate/singlepoint/r2scan/OUTCAR.gz',,/kfs3/scratch/jcho5/goad-global-optimization/poscar/best/Ag100_formate/singlepoint/r2scan,0,,,,,,,,0,0,false
